Start Date,Contract Description,Vendor Name,Amount,Contract No.,C.O. No.,Line No,SOA No.,Department,Contract Type,Community,Type,Fiscal Year
2020-08-18,develop processes, reports and data synchronization,MICHAEL NEAL,$24,530.00,HC0001420,Original,0,,Yukon Housing Corporation,IT System Development,Whitehorse,D,2020-21
2021-05-10,Screens for Student Financial Assistance Application,ICE FOG ANALYTICS INC,$4,250.00,C00059877,Original,0,,Highways & Public Works,IT System Development,Whitehorse,I,2021-22
2021-05-01,2021 interim Platform Support - Evolving Web,EVOLVING WEB INC,$15,000.00,C00059874,Original,0,,Highways & Public Works,IT System Development,Whitehorse,O,2021-22
2021-04-01,PIMS Maintenance and Support,TECHKNOW SOFTWARE CORP,$24,900.00,C00059859,Original,0,,Energy, Mines & Resources,IT System Maintenance,Whitehorse,D,2021-22
2021-05-10,Cisco Telehealth remote technical support,CHARTER TELECOM,$3,240.00,C00059858,Original,0,,Health & Social Services,IT System Maintenance,Whitehorse,D,2021-22
2021-05-17,Total North Orientation,TOTAL NORTH COMMUNICATIONS LTD,$8,000.00,C00059856,Original,0,,Health & Social Services,IT System Maintenance,Whitehorse,D,2021-22
2021-05-17,MS Access and APEX Support,TECHKNOW SOFTWARE CORP,$25,000.00,C00059846,Original,0,,Environment,IT System Maintenance,Whitehorse,D,2021-22
2021-05-03,Provide Security monitoring services,SEEKINTOO LTD,$9,700.00,C00059844,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2021-22
2021-05-06,YHIS Thumbnail generator for Add Photo reusable component,BIZONT INC,$2,000.00,C00059832,Original,0,,Highways & Public Works,IT System Development,Whitehorse,D,2021-22
2021-05-06,Cisco Smartnet Support 2021/22,CHARTER TELECOM,$82,574.44,C00059787,Original,0,,Highways & Public Works,IT System Maintenance,Other-Non Yukon,D,2021-22
2021-04-15,Remote assistance software,CONNECTWISE CONTROL,$4,870.71,C00059765,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2021-22
2021-04-01,online wellness platform,LIFESPEAK INC,$6,899.00,C00059763,Original,0,,Public Service Commission,IT System Development,Whitehorse,D,2021-22
2021-04-01,Maintenance and support for SFA and on-line query system,MAKE IT INC,$34,650.00,C00059738,Original,0,,Education,IT System Maintenance,Whitehorse,D,2021-22
2021-04-01,System Support and Maintenance - YCOR,ENWOOD TECHNOLOGIES CORP,$56,000.00,C00059732,Original,0,,Community Services,IT System Maintenance,Whitehorse,D,2021-22
2021-04-30,YFN Business Registry support and maintenance,BIZONT INC,$5,000.00,C00059728,Original,0,,Highways & Public Works,IT System Development,Whitehorse,O,2021-22
2021-05-04,Creation of bank of hours for Road Trip App updates,EVOLVING WEB INC,$5,000.00,C00059724,Original,0,,Environment,IT System Maintenance,Other-Non Yukon,D,2021-22
2021-06-01,Annual FME Software Maintenance Renewal,SAFE SOFTWARE INC,$4,680.00,C00059720,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2021-22
2021-04-30,Complete a STRA on NetApp Storage in AZURE,MAKE IT INC,$1,920.00,C00059696,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2021-22
2021-05-05,PBMS Support and Upgrades,DIEDRE DAVIDSON O/A,$5,000.00,C00059677,Original,0,,Energy, Mines & Resources,IT System Maintenance,Whitehorse,D,2021-22
2021-04-30,2021 3-month interim Drupal support from Echidna/Northern,ECHIDNA CORP O/A,$19,800.00,C00059660,Original,0,,Highways & Public Works,IT System Development,Whitehorse,O,2021-22
2021-04-28,IT Management Services,ICE FOG ANALYTICS INC,$20,000.00,C00059644,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2021-22
2021-05-03,PMAP Vac Pos,ICE FOG ANALYTICS INC,$6,000.00,C00059609,Original,0,,Highways & Public Works,IT System Development,Whitehorse,D,2021-22
2021-04-01,Microsoft SCE agreement,MICROSOFT CANADA CO,$249,190.26,C00059552,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2021-22
2021-04-01,Mainframe Maintenance,IBM CANADA LTD,$99,310.08,C00059489,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2021-22
2021-04-26,2021 interim eServices Platform server maintenance program,AFFINITY BRIDGE CONSULTING LTD,$12,000.00,C00059486,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,O,2021-22
2021-04-23,FMO INCIDENT REPORTING SYSTEM MAINTENANCE,MAKE IT INC,$26,880.00,C00059474,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2021-22
2021-04-14,PBMS PIR Upgrade,TECHKNOW SOFTWARE CORP,$25,000.00,C00059447,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2021-22
2021-04-01,Keys subscription, implementation and support agreement,MINISTER OF FINANCE MANITOBA,$45,000.00,C00059439,Original,0,,Fleet Vehicle Agency,IT System Maintenance,Whitehorse,D,2021-22
2021-04-26,WCC - PAT Repair,STATUS ELECTRICAL CORPORATION,$1,245.24,C00059428,Original,0,,Justice,IT System Maintenance,Whitehorse,D,2021-22
2021-04-19,Open Govt ETL and Support,BIZONT INC,$15,278.00,C00059401,Original,0,,Highways & Public Works,IT System Development,Whitehorse,O,2021-22
2021-04-13,Application Support,TECHKNOW SOFTWARE CORP,$20,000.00,C00059391,Original,0,,Highways & Public Works,IT System Development,Whitehorse,D,2021-22
2021-04-12,Concept Case Identification Request Integration,TECHKNOW SOFTWARE CORP,$46,000.00,C00059357,Original,0,,Highways & Public Works,IT System Development,Whitehorse,D,2021-22
2021-04-12,IRMC ToolSet  Bug Fix and Support,TECHKNOW SOFTWARE CORP,$15,000.00,C00059356,Original,0,,Highways & Public Works,IT System Development,Whitehorse,D,2021-22
2021-04-07,Solarwinds Managent Software Maintenance,SOLARWINDS INC,$19,591.67,C00059294,Original,0,,Highways & Public Works,IT System Maintenance,Other-Non Yukon,D,2021-22
2021-04-12,SERS Repeater Sites 2021 Preventative Maintenance,TOTAL NORTH COMMUNICATIONS LTD,$20,000.00,C00059283,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2021-22
2021-04-01,Software,PARKLANE SYSTEMS INC,$35,460.00,C00059280,Original,0,,Public Service Commission,IT System Maintenance,Whitehorse,D,2021-22
2021-04-12,CS-PBMS Upgrade Tasks,TECHKNOW SOFTWARE CORP,$19,968.75,C00059260,Original,0,,Community Services,IT System Maintenance,Whitehorse,D,2021-22
2021-04-01,IT System Maintenance,AHEARN & SOPER INC,$9,900.00,C00059248,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2021-22
2021-02-28,Software support,MINISTER OF FINANCE MANITOBA,$15,000.00,C00059227,Original,0,,Fleet Vehicle Agency,IT System Maintenance,Whitehorse,D,2020-21
2021-04-01,Hosting and Cloud - Project Lynx - 2021-22,STARPORT MANAGED SERVICES,$3,155.34,C00059202,Original,0,,Justice,IT System Maintenance,Other-Non Yukon,D,2021-22
2021-04-01,IM/IT project management services,WILLOWTREE CONSULTING INC,$250,000.00,C00059194,Original,0,ICT-SIS-PM01,Highways & Public Works,IT System Development,Whitehorse,O,2021-22
2021-03-07,Mainframe data export for legacy systems,TECHKNOW SOFTWARE CORP,$15,000.00,C00059112,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2020-21
2020-12-14,LRMS Maintenance,AVENU INSIGHTS & ANALYTICS,$20,561.15,C00059064,Original,0,,Community Services,IT System Maintenance,Whitehorse,D,2020-21
2021-04-01,Project Management - AIMES,DAVID LAYE O/A LEGACY,$49,000.00,C00059057,Original,0,,Highways & Public Works,IT System Development,Whitehorse,D,2021-22
2021-02-28,E-Recruitment System Enhancement,TELUS EMPLOYERS SOLUTIONS INC,$45,000.00,C00059027,Original,0,,Public Service Commission,IT System Development,Whitehorse,D,2020-21
2021-04-01,NMRS/MLUIS Maintenance,TECHKNOW SOFTWARE CORP,$35,000.00,C00059016,Original,0,,Energy, Mines & Resources,IT System Maintenance,Whitehorse,D,2021-22
2021-03-22,Microsoft Unified Services,MICROSOFT CANADA CO,$173,374.00,C00058996,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2020-21
2021-04-01,Provision of Security Threat and Risk Assessment services,MAKE IT INC,$6,400.00,C00058968,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2021-22
2021-04-01,Provide Security monitoring services,SEEKINTOO LTD,$9,700.00,C00058947,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2021-22
2021-03-18,Historic People Database cleaning & modelling,TECHKNOW SOFTWARE CORP,$3,500.00,C00058944,Original,0,,Highways & Public Works,IT System Development,Whitehorse,D,2020-21
2021-04-01,Maintenance and Warranty Cisco Equip (Telehealth),TOTAL NORTH COMMUNICATIONS LTD,$12,380.43,C00058922,Original,0,,Health & Social Services,IT System Maintenance,Whitehorse,D,2021-22
2021-04-01,Licencing, Maintenance and Warranty Cisco Equip (Telehealth),TOTAL NORTH COMMUNICATIONS LTD,$45,432.29,C00058921,Original,0,,Health & Social Services,IT System Maintenance,Whitehorse,D,2021-22
2021-03-19,Masterpiece FM licensing,INFOR (CANADA) LTD,$140,545.48,C00058915,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2020-21
2021-04-01,Development of a Student Financial Assistance Portal,DOMAIN7 SOLUTIONS INC,$218,750.00,C00058907,Original,0,,Highways & Public Works,IT System Development,Other-Non Yukon,O,2021-22
2021-04-01,Provide Adobe software and subscription licensing,SOFTCHOICE CANADA INC,$100,000.00,C00058852,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2021-22
2021-04-01,Maintenance of online registry,MAKE IT INC,$21,780.00,C00058837,Original,0,,Executive Council Office,IT System Maintenance,Whitehorse,D,2021-22
2021-04-01,HRMS Maintenance,MAKE IT INC,$80,000.00,C00058825,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2021-22
2021-04-01,PIA for Public Online Web Portal,PRIVACYWORKS CONSULTING INC,$11,250.00,C00058808,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,I,2021-22
2021-04-01,STRA for Public Online Web Portal,MAKE IT INC,$7,680.00,C00058805,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,I,2021-22
2021-03-11,Creation of Application and API for Hist. Plane Crash,BIZONT INC,$3,500.00,C00058750,Original,0,,Highways & Public Works,IT System Development,Whitehorse,I,2020-21
2021-03-10,SQL Server Licensing purchased under Microsoft EA,MICROSOFT CANADA CO,$67,095.84,C00058704,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2020-21
2021-04-01,Legal Files Software - maintenance and support,LEGAL FILES SOFTWARE INC,$12,023.00,C00058614,Original,0,,Justice,IT System Development,Other-Non Yukon,D,2021-22
2021-03-15,FMO APXDATA PLATFORM LICENSING,ADVANCE PROPERTY EXPOSURE INC,$8,108.00,C00058594,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2020-21
2021-04-01,Goldcare Software System,CAMPANA SYSTEMS INC,$96,219.13,C00058556,Original,0,,Health & Social Services,IT System Development,Whitehorse,D,2021-22
2021-03-02,Development of data tool for COVID19 programs,ICE FOG ANALYTICS INC,$22,000.00,C00058555,Original,0,,Economic Development,IT System Development,Whitehorse,D,2020-21
2021-03-02,Development of data tool for COVID19 programs,ICE FOG ANALYTICS INC,$0.00,C00058555,1,0,,Economic Development,IT System Development,Whitehorse,D,2020-21
2021-03-02,Development of data tool for COVID19 programs,ICE FOG ANALYTICS INC,$0.00,C00058555,2,0,,Economic Development,IT System Development,Whitehorse,D,2020-21
2021-03-02,Technical Support for Website,FEDRIL STRATEGIES,$3,000.00,C00058542,Original,0,,Legislative Assembly,IT System Maintenance,Whitehorse,D,2020-21
2021-04-01,Mainframe Support,TECHKNOW SOFTWARE CORP,$40,000.00,C00058494,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2021-22
2021-04-01,Support, Patches and Updates of Oracle/PeopleSoft Products,ORACLE CANADA ULC,$725,000.00,C00058490,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2021-22
2021-03-04,SAS 9.4 annual renewal,SAS INSTITUTE (CANADA) INC,$203,813.00,C00058483,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2020-21
2021-02-25,2021/22 updates to the TCMF database,TECHKNOW SOFTWARE CORP,$7,125.00,C00058459,Original,0,,Tourism And Culture,IT System Development,Whitehorse,D,2020-21
2021-02-28,YFN Business Registry development,BIZONT INC,$35,000.00,C00058448,Original,0,,Highways & Public Works,IT System Development,Whitehorse,O,2020-21
2021-02-28,YFN Business Registry development,BIZONT INC,$0.00,C00058448,1,0,,Highways & Public Works,IT System Development,Whitehorse,O,2020-21
2021-02-21,YGLearn-PMAP interface,APPRENDO LEARNING SYSTEMS INC,$16,470.00,C00058435,Original,0,,Highways & Public Works,IT System Development,Whitehorse,D,2020-21
2021-02-21,SharePoint 2013 to SharePoint Online Planning,DEVFACTO TECHNOLOGIES INC,$70,000.00,C00058379,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,I,2020-21
2021-02-21,SharePoint 2013 to SharePoint Online Planning,DEVFACTO TECHNOLOGIES INC,$0.00,C00058379,1,0,,Highways & Public Works,IT System Maintenance,Whitehorse,I,2020-21
2021-02-23,CS Video Conference Support Renewal TMS - 2020-21 & 2021-22,INTERDYNAMIX,$3,222.41,C00058342,Original,0,,Justice,IT System Maintenance,Other-Non Yukon,D,2020-21
2021-01-31,Subscription for enterprise architecture support tools.,TLE'NAX T'AWEI INC O/A,$85,000.00,C00058338,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2020-21
2021-02-18,Create historic boats application,BIZONT INC,$3,500.00,C00058336,Original,0,,Highways & Public Works,IT System Development,Whitehorse,I,2020-21
2021-04-01,Service Desk Software Support for FootPrints,RJR INNOVATIONS INC,$24,215.34,C00058330,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2021-22
2021-02-17,Burial Database clean and model,LAURA GRIEVE O/A ASPECTNORTH,$4,200.00,C00058294,Original,0,,Highways & Public Works,IT System Development,Whitehorse,D,2020-21
2021-02-21,Lenel System Upgrade - WCC - 2020-21,STATUS ELECTRICAL CORPORATION,$31,592.00,C00058289,Original,0,,Justice,IT System Maintenance,Other-Non Yukon,D,2020-21
2021-02-07,ELA Amendment to add Carbon Black,DELL FINANCIAL SERVICES CANADA,$110,865.93,C00058288,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2020-21
2020-04-03,Production setup and implementation of Log management system,SEEKINTOO LTD,$24,600.00,C00058263,Original,0,,Highways & Public Works,IT System Development,Whitehorse,D,2020-21
2021-04-01,Admin fees for use of claims system - renewal,CLEAR RISK INC,$16,658.74,C00058244,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2021-22
2021-03-30,Renewal for Archibus Support,HORIZANT INC,$42,468.00,C00058242,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2020-21
2021-02-14,Exagrid Support - Judgenet - 2020-21 and 2021-22,CDW CANADA LLC,$2,731.86,C00058217,Original,0,,Justice,IT System Maintenance,Other-Non Yukon,D,2020-21
2021-04-01,Microsoft Product Support,MAKE IT INC,$45,000.00,C00058197,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2021-22
2021-02-07,Develop/Enhance Data Warehouse,MAKE IT INC,$30,000.00,C00058194,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2020-21
2021-02-14,Yukon.ca Blog section,EVOLVING WEB INC,$20,000.00,C00058191,Original,0,,Highways & Public Works,IT System Development,Whitehorse,O,2020-21
2021-02-09,APEX Systems Upgrades to V20,TECHKNOW SOFTWARE CORP,$35,000.00,C00058184,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2020-21
2021-02-03,Upgrade TCA & Revenue and Taxation Systems,MAKE IT INC,$26,500.00,C00058183,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2020-21
2021-02-14,eServices Drupal 9 migration strategy,EVOLVING WEB INC,$15,000.00,C00058182,Original,0,,Highways & Public Works,IT System Development,Whitehorse,I,2020-21
2021-04-01,SharePoint Farm Infrastructure Administration,DEVFACTO TECHNOLOGIES INC,$20,000.00,C00058177,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2021-22
2021-02-11,Dawson Airport Campus Fibre Optic Network Assessment  Design,STANTEC ARCHITECTURE LTD,$24,000.00,C00058115,Original,0,,Highways & Public Works,IT System Development,Dawson City,D,2020-21
2021-02-07,HRMS Development,MAKE IT INC,$75,000.00,C00058103,Original,0,,Highways & Public Works,IT System Development,Whitehorse,D,2020-21
2021-02-03,PMAP Access Control,ICE FOG ANALYTICS INC,$3,000.00,C00058102,Original,0,,Highways & Public Works,IT System Development,Whitehorse,D,2020-21
2021-03-16,FileHold User Licenses for YLTR - 2020-21/2021-22,FILEHOLD SYSTEMS INC,$2,037.00,C00058094,Original,0,,Justice,IT System Development,Other-Non Yukon,D,2020-21
2021-02-04,AXIAR Support and Licensing,LBM SYSTEMS LLC,$4,308.12,C00058093,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2020-21
2021-02-07,Road Trip App - Development,EVOLVING WEB INC,$12,500.00,C00058049,Original,0,,Highways & Public Works,IT System Development,Whitehorse,O,2020-21
2021-02-07,Road Trip App - Development,EVOLVING WEB INC,$23,500.00,C00058049,1,0,,Highways & Public Works,IT System Development,Whitehorse,O,2020-21
2021-02-07,Road Trip App - Development,EVOLVING WEB INC,$3,000.00,C00058049,2,0,,Highways & Public Works,IT System Development,Whitehorse,O,2020-21
2021-01-31,ATIPP Database Mgmt for EDMS,BIZONT INC,$5,742.00,C00058033,Original,0,,Highways & Public Works,IT System Development,Whitehorse,O,2020-21
2021-01-31,FN Business Registry Wireframes,OPIN DIGITAL INC,$7,369.23,C00058032,Original,0,,Highways & Public Works,IT System Development,Whitehorse,O,2020-21
2021-02-01,Yukon Heritage Info System - Frontends,BIZONT INC,$4,600.00,C00058018,Original,0,,Highways & Public Works,IT System Development,Whitehorse,D,2020-21
2021-02-04,Business requirements for Yukon Family Mediation Service,TIMEBOX SOLUTIONS INC,$3,840.00,C00057996,Original,0,,Justice,IT System Development,Whitehorse,D,2020-21
2021-01-12,IT Management Services,DIEDRE DAVIDSON O/A,$40,000.00,C00057994,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2020-21
2021-01-12,IT Management Services,DIEDRE DAVIDSON O/A,$8,000.00,C00057994,1,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2020-21
2021-01-17,PaperStream Annual Maintenance License Renewal,CONSENTIA INC,$521.00,C00057989,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2020-21
2021-01-31,Hearing Services equipment calibration,ELECTRO MEDICAL INSTRUMENTS,$5,600.00,C00057979,Original,0,,Health & Social Services,IT System Maintenance,Whitehorse,D,2020-21
2021-03-22,Renewing license for Saba Human Concepts software.,SABA SOFTWARE INC,$23,300.54,C00057970,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2020-21
2021-02-03,STRA: Develop Control Profile Website/API Platform,MAKE IT INC,$12,480.00,C00057968,Original,0,,Highways & Public Works,IT System Development,Whitehorse,D,2020-21
2021-02-18,CS Video Conference Support Renewal - 2020-21,INTERDYNAMIX,$6,717.19,C00057950,Original,0,,Justice,IT System Maintenance,Other-Non Yukon,D,2020-21
2021-01-24,PServices off the Microsoft EA,MICROSOFT CANADA CO,$15,943.68,C00057941,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2020-21
2021-02-14,PROVAL DB UPGRADE,AUMENTUM TECHNOLOGIES,$10,000.00,C00057922,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2020-21
2020-12-31,VOIP system installation and support.,SOFTCHOICE LP,$3,780,000.00,C00057921,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,O,2020-21
2020-07-04,Case Management Software Maintenance & Support Services,LEGAL FILES SOFTWARE INC,$7,021.00,C00057906,Original,0,,Community Services,IT System Maintenance,Whitehorse,D,2020-21
2021-04-01,CS Video Conference Support Renewal - 2021-22,INTERDYNAMIX,$22,870.65,C00057905,Original,0,,Justice,IT System Maintenance,Other-Non Yukon,D,2021-22
2021-01-14,Set up of K-12 MS 365 tools IT/IM governance strategy,IBM CANADA LTD,$49,820.00,C00057891,Original,0,,Education,IT System Maintenance,Whitehorse,D,2020-21
2021-01-31,WCC BSCS Atcall Workstations replacement,STATUS ELECTRICAL CORPORATION,$23,001.29,C00057881,Original,0,,Justice,IT System Maintenance,Other-Non Yukon,D,2020-21
2021-01-19,MEP-Camera System-2020-21,ADVANCE SECURITY & AUTOMATION,$3,000.00,C00057874,Original,0,,Justice,IT System Development,Whitehorse,D,2020-21
2021-01-19,Provide Adobe software and licensing,SOFTCHOICE CANADA INC,$10,000.00,C00057871,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2020-21
2021-01-24,WLF Dispatch Enhancements,SELKIRK SYSTEMS INC,$58,437.50,C00057865,Original,0,,Highways & Public Works,IT System Development,Whitehorse,D,2020-21
2021-01-24,Threat Risk Assessment: APEX systems,MACGREGOR OLSSON CONSULTING,$15,000.00,C00057862,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2020-21
2021-01-03,Legal Files Software,LEGAL FILES SOFTWARE INC,$35,000.00,C00057858,Original,0,,Justice,IT System Development,Other-Non Yukon,D,2020-21
2021-01-31,Cumulus Software Maintenance,OTEC SOLUTIONS INC,$15,799.57,C00057846,Original,0,,Tourism And Culture,IT System Maintenance,Other-Non Yukon,D,2020-21
2020-12-31,M365 E3 license from Microsoft EA,MICROSOFT CANADA CO,$83,832.00,C00057838,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2020-21
2021-01-14,BYOD Network Design,IBM CANADA LTD,$15,500.00,C00057837,Original,0,,Education,IT System Maintenance,Whitehorse,D,2020-21
2021-01-14,BYOD Network Design,IBM CANADA LTD,$0.00,C00057837,1,0,,Education,IT System Maintenance,Whitehorse,D,2020-21
2021-01-17,Graphic and Computer Revisions for DDC,12094 YK INC O/A,$1,620.00,C00057797,Original,0,,Highways & Public Works,IT System Maintenance,Dawson City,D,2020-21
2021-01-17,Graphic and Computer Revisions for DDC,12094 YK INC O/A,$1,620.00,C00057797,1,0,,Highways & Public Works,IT System Maintenance,Dawson City,D,2020-21
2021-01-17,Graphic and Computer Revisions for DDC,12094 YK INC O/A,-$1,620.00,C00057797,2,0,,Highways & Public Works,IT System Maintenance,Dawson City,D,2020-21
2021-01-17,Graphic and Computer Revisions for DDC,12094 YK INC O/A,$0.00,C00057797,3,0,,Highways & Public Works,IT System Maintenance,Dawson City,D,2021-22
2021-01-13,Justice Bld fibre installation,39759 YUKON INC O/A,$9,800.00,C00057791,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2020-21
2021-01-10,Lotteries Yukon PIA,PRIVACYWORKS CONSULTING INC,$11,250.00,C00057739,Original,0,,Highways & Public Works,IT System Development,Whitehorse,O,2020-21
2021-01-10,Lotteries Yukon PIA,PRIVACYWORKS CONSULTING INC,$0.25,C00057739,1,0,,Highways & Public Works,IT System Development,Whitehorse,O,2020-21
2021-01-10,Kindergarten Pre-Registration Application Enhancement,MAKE IT INC,$7,500.00,C00057728,Original,0,,Education,IT System Maintenance,Whitehorse,D,2020-21
2021-01-17,TCMF Apex database migration,TECHKNOW SOFTWARE CORP,$5,200.00,C00057709,Original,0,,Tourism And Culture,IT System Maintenance,Whitehorse,D,2020-21
2021-01-13,PAT DRUPAL PAYMENT MODULE,OPIN DIGITAL INC,$14,764.00,C00057675,Original,0,,Highways & Public Works,IT System Development,Whitehorse,D,2020-21
2020-11-30,Software License Maintenance for Visual Paradigm,VISUAL PARADIGM INTERNATIONAL,$2,400.00,C00057674,Original,0,,Highways & Public Works,IT System Maintenance,Whitehorse,D,2020-21
2021-01-04,e-procurement,CANIMMUNIZE INC,$561,400.00,C00057669,Original,0,,Health & Social Services,IT System Development,Whitehorse,D,2020-21
2021-01-13,Forestar database development,MAKE IT INC,$20,925.00,C00057644,Original,0,,Energy, Mines & Resources,IT System Development,Whitehorse,D,2020-21
